Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
582. Athena,2022,1h 39m,R,6.8,24K,73.0,"Hours after the tragic death of their youngest brother in unexplained circumstances, three siblings have their lives thrown into chaos.",https://www.imdb.com/title/tt15445056/?ref_=sr_i_582,"['Elias Belkeddar', 'Romain Gavras', 'Ladj Ly']",['Romain Gavras'],"['Dali Benssalah', 'Sami Slimane', 'Anthony Bajon', 'Ouassini Embarek', 'Alexis Manenti', 'Birane Ba', 'Iless Hachi', 'Younès Benbakki', 'Meriam Sbia', 'Armindo Alves de Sa']",,,,,"September 23, 2022",['France'],"['Place du Parc aux Lièvres, Évry-Courcouronnes, Essonne, France (Athena)']","['Iconoclast', 'Lyly Films']","Awards, 3 wins & 9 nominations total","['Action Epic', 'Epic', 'Psychological Thriller', 'Action', 'Drama', 'Thriller']",['French']
583. The One,2022,1h 48m,,5.9,886,,"On August 24, 1981, the newlyweds Larisa and Vladimir Savitsky stepped on board the plane, following the flight Komsomolsk-on-Amur - Blagoveshchensk.",https://www.imdb.com/title/tt16410984/?ref_=sr_i_583,"['Anton Belov', 'Leonid Derbenyov', 'Andrey Nazarov']",['Dmitriy Suvorov'],"['Nadezhda Kaleganova', 'Maksim Ivanov-Marenin', 'Viktor Dobronravov', 'Anna Dubrovskaya', 'Vladimir Vinogradov', 'Mariya Sokova', 'Vladislav Vetrov', 'Diana Enakaeva', 'Daniil Goldfeld', 'Leonid Gromov']","RUR120,121,813 (estimated)",,"$5,265,085",,"June 9, 2022",['Russia'],,['SSB Films'],,"['Period Drama', 'Adventure', 'Drama', 'History', 'Thriller']",['Russian']
584. The Princess,2022,1h 34m,R,5.7,16K,43.0,"When a strong-willed princess refuses to wed the cruel sociopath, she is kidnapped and locked in a remote tower of her father’s castle. With her vindictive suitor intent on taking her father’s throne, the princess must save the kingdom.",https://www.imdb.com/title/tt13406136/?ref_=sr_i_584,"['Ben Lustig', 'Jake Thornton']",['Le-Van Kiet'],"['Joey King', 'Olga Kurylenko', 'Antoni Davidov', 'Radoslav Parvanov', 'Ludmil Kehayov', 'Katelyn Rose Downey', 'Alex Reid', 'Ed Stoppard', 'Kristofer Kamiyasu', ""Fergus O'Donnell""]",,,"$41,844",,"July 1, 2022",['United States'],"['Sofia, Bulgaria']","['20th Century Studios', 'Original Film']","Awards, 2 nominations total","['Action Epic', 'Dark Comedy', 'Period Drama', 'Action', 'Drama', 'Fantasy', 'Thriller']",['English']
"585. Argentina, 1985",2022,2h 20m,R,7.6,34K,78.0,A team of lawyers takes on the heads of Argentina's bloody military dictatorship during the 1980s in a battle against odds and a race against time.,https://www.imdb.com/title/tt15301048/?ref_=sr_i_585,"['Santiago Mitre', 'Mariano Llinás', 'Martín Mauregui']",['Santiago Mitre'],"['Ricardo Darín', 'Gina Mastronicola', 'Francisco Bertín', 'Santiago Armas Estevarena', 'Alejandra Flechner', 'Paula Ransenberg', 'Gabriel Martín Fernández', 'Ricardo Truppel', 'Ignacio Francavilla', 'Walter Jakob']",,,"$905,893",,"October 21, 2022","['Argentina', 'United Kingdom', 'United States']","['Buenos Aires, Federal District, Argentina']","['Infinity Hill', 'Kenya Films', 'La Unión de los Ríos']","Nominated for 1 Oscar, 49 wins & 45 nominations total","['Legal Drama', 'True Crime', 'Biography', 'Crime', 'Drama', 'History']","['Spanish', 'English']"
586. In from the Side,2022,2h 14m,Unrated,6.7,8.1K,42.0,"Following a drunken encounter, two equally attached men from a cash strapped and divided gay rugby club unwittingly sleepwalk into an adulterous affair but must conceal their growing feelings or risk destroying the club they love.",https://www.imdb.com/title/tt7947604/?ref_=sr_i_586,"['Matt Carter', 'Adam Silver']",['Matt Carter'],"['Alexander Lincoln', 'Alexander King', 'William Hearle', 'Alex Hammond', 'Pearse Egan', 'Christopher Sherwood', 'Chris Garner', 'Peter McPherson', 'Ivan Comisso', 'Carl Loughlin']",,,"$52,885",,"September 16, 2022",['United Kingdom'],"['54 Kennington Rd, London, UK']",['Take A Seat Pictures'],"Awards, 2 wins & 1 nomination total","['Drama', 'Romance', 'Sport']",['English']
587. First Love,2022,1h 36m,,4.8,2K,,The story is described as a poignant look at a young man's difficult entry into adulthood.,https://www.imdb.com/title/tt14726510/?ref_=sr_i_587,['A.J. Edwards'],['A.J. Edwards'],"['Diane Kruger', 'Nikolai Tsankov', 'Hero Fiennes Tiffin', 'Chris Galust', 'Jeffrey Donovan', 'Nanrisa Lee', 'Blake Weise', 'Sydney Park', 'Makeba Pace', 'Harrison Cone']",,,,,"June 17, 2022",['United States'],"['Los Angeles, California, USA']","['Green Light Pictures', 'Fortitude International']",,['Romance'],['English']
588. My Policeman,2022,1h 53m,R,6.5,24K,50.0,The arrival of Patrick into Marion and Tom's home triggers the exploration of seismic events from 40 years previously.,https://www.imdb.com/title/tt13139228/?ref_=sr_i_588,"['Ron Nyswaner', 'Bethan Roberts']",['Michael Grandage'],"['Harry Styles', 'Emma Corrin', 'Gina McKee', 'Linus Roache', 'Rupert Everett', 'David Dawson', 'Kadiff Kirwan', 'Emily John', 'Dora Davis', 'Joseph Potter']",,,,,"November 4, 2022","['United Kingdom', 'United States']","['Venice, Italy (Canal and waterside scenes in Venice, Italy.)']","['Amazon Studios', 'Independent Entertainment', 'MGC Entertainment']","Awards, 1 win & 4 nominations total","['Period Drama', 'Drama', 'Romance']","['English', 'Italian']"
589. Between Us,2022,1h 40m,,4.9,347,,"Elodie and Laetitia live in close love and dream of having a child. As Elodie discovers that she cannot get pregnant because of a health problem and encounters financial troubles, they decide to take a roommate.",https://www.imdb.com/title/tt14402084/?ref_=sr_i_589,['Jude Bauman'],['Jude Bauman'],"['Amandinenoworyta', 'Iris Jodorowsky', 'Jean-François Stévenin', 'William Mesguich', 'Virginie Natkin', 'Jason Guez', 'Pierre Noguès', 'Madeleine Taittinger', 'Anna Brauge', 'Freddy Sellenet']","€500,000 (estimated)",,,,"July 12, 2023",['France'],,['CB Partners'],,['Drama'],['French']
590. Crush,2022,1h 33m,TV-MA,6.3,11K,56.0,An aspiring young artist joins her high school track team and later discovers what real love feels like when she finds herself falling for an unexpected teammate.,https://www.imdb.com/title/tt15096128/?ref_=sr_i_590,"['Kirsten King', 'Casey Rackham']",['Sammi Cohen'],"['Rowan Blanchard', ""Auli'i Cravalho"", 'Isabella Ferreira', 'Tyler Alvarez', 'Teala Dunn', 'Rico Paris', 'Aasif Mandvi', 'Michelle Buteau', 'Megan Mullally', 'Addie Weyrich']",,,,,"April 29, 2022",['United States'],"['New York, USA']","['Animal Pictures', '3 Arts Entertainment', 'American High']","Awards, 1 win & 1 nomination total","['Teen Comedy', 'Teen Romance', 'Comedy', 'Romance']",['English']
591. Savage Salvation,2022,1h 41m,R,4.8,3.4K,,A recovering opioid addict seeks revenge on the dealers responsible for selling the drugs that resulted in his fiancee's death.,https://www.imdb.com/title/tt13055982/?ref_=sr_i_591,"['Adam Taylor Barker', 'Chris Sivertson']",['Randall Emmett'],"['Jack Huston', 'Robert De Niro', 'John Malkovich', 'Willa Fitzgerald', 'Meadow Williams', 'Quavo', 'Swen Temmel', 'Winter Ave Zoli', 'Jon Orsini', 'Clay Wilcox']","$20,000,000 (estimated)",,"$225,654",,"December 6, 2022",['United States'],"['Waycross, Georgia (location)']","['The Avenue Entertainment', 'R.U. Robot', 'Convergence Entertainment Group']",,"['Action', 'Thriller']",['English']
592. Leila's Brothers,2022,2h 45m,,7.9,16K,87.0,"Leila, who has spent her entire life caring for her family, makes a plan as her brothers are struggling to make ends meet.",https://www.imdb.com/title/tt19653180/?ref_=sr_i_592,"['Saeed Roustayi', 'Azad Jafarian']",['Saeed Roustayi'],"['Saeed Poursamimi', 'Taraneh Alidoosti', 'Navid Mohammadzadeh', 'Payman Maadi', 'Farhad Aslani', 'Nayereh Farahani', 'Mehdi Hosseininia', 'Mohammad Ali Mohammadi', 'Maziar Seyedi', 'Esmaeel Poor Reza']","$5,000,000 (estimated)",,"$840,512",,"August 24, 2022",['Iran'],"['Tehran, Iran']",['Iris Film'],"Awards, 4 wins & 5 nominations total",['Drama'],['Persian']
593. Trader,2022,1h 24m,,5.2,288,,"When a manipulative sociopath discovers her passion for stock market trading, she sets out to conquer the financial world, all from the confines of her basement apartment.",https://www.imdb.com/title/tt14101678/?ref_=sr_i_593,['Corey Stanton'],['Corey Stanton'],"['Kimberly-Sue Murray', 'Shaun Benson', 'Stephen Bogaert', 'Tim Dowler-Coltman', 'Ellen Dubin', 'Samora Smallwood', 'Janet Porter', 'Art Hindle', 'Jhonattan Ardila', 'Michael James Regan']",,,,,"August 10, 2023",['Canada'],"['Toronto, Ontario, Canada']","['Backlash Pictures', 'Pagemaster Pictures', 'Hero Entertainment Group']","Awards, 6 wins & 2 nominations total",['Thriller'],[]
594. The Estate,2022,1h 36m,R,5.3,6.1K,37.0,"Two sisters attempt to win over their terminally ill, difficult-to-please Aunt in hopes of becoming the beneficiaries of her wealthy estate, only to find the rest of their greedy family members have the same idea.",https://www.imdb.com/title/tt16302202/?ref_=sr_i_594,['Dean Craig'],['Dean Craig'],"['Toni Collette', 'Anna Faris', 'David Duchovny', 'Rosemarie DeWitt', 'Kathleen Turner', 'Ron Livingston', 'Keyla Monterroso Mejia', 'Danny Vinson', 'Gichi Gamba', 'Patricia French']",,,"$572,062",,"November 24, 2022","['United Kingdom', 'United States']","[""Buckner Mansion, New Orleans, Louisiana (Hilda's house)""]","['Signature Films', 'Pretty Matches Productions', 'Signature Entertainment']",,['Comedy'],['English']
595. Honor Society,2022,1h 38m,TV-MA,6.5,11K,66.0,"Honor's sole focus is getting into Harvard. Willing to do whatever it takes, Honor concocts a plan to take down her top three competitors, until things take a turn when she unexpectedly falls for her biggest competition.",https://www.imdb.com/title/tt16491324/?ref_=sr_i_595,['David A. Goodman'],['Oran Zegman'],"['Angourie Rice', 'Gaten Matarazzo', 'Christopher Mintz-Plasse', 'Armani Jackson', 'Amy Keum', 'Ben Jackson Walker', 'Kelcey Mawema', 'Avery Konrad', 'Michael P. Northey', 'Kerry Butler']","$20,000,000 (estimated)",,,,"July 29, 2022","['United States', 'Canada']","['Vancouver, British Columbia, Canada']","['Awesomeness Films', 'Guardian Pictures']","Awards, 2 wins total","['Teen Comedy', 'Comedy', 'Romance']","['English', 'German']"
596. The Accursed,2022,1h 37m,,4.2,1.7K,,"Elly is asked by a family friend to look after an elderly woman living in a remote cabin for a few days. She agrees, but soon discovers there is a demon hiding in the woman just waiting to break free.",https://www.imdb.com/title/tt14617254/?ref_=sr_i_596,['Rob Kennedy'],['Kevin Lewis'],"['Sarah Grey', 'Meg Foster', 'Sarah Dumont', 'Mena Suvari', 'Alexis Knapp', 'Kailani Knapp', 'Jennifer Silverstein', 'Troy James', 'Sherman Augustus', 'Olivia Day']",,,"$548,241",,"October 14, 2022",['United States'],,"['Blood Red Films', 'Head Gear Films', 'Metrol Technology']",,['Horror'],['English']
597. Zombies 3,2022,1h 28m,TV-G,5.4,4K,,"Zed anticipates an athletic scholarship while Addison is gearing up for Seabrook's international cheer-off competition. Then suddenly, extraterrestrial beings appear around Seabrook, causing more than friendly competition.",https://www.imdb.com/title/tt14301252/?ref_=sr_i_597,"['David Light', 'Joseph Raso']",['Paul Hoen'],"['Milo Manheim', 'Meg Donnelly', 'Trevor Tordjman', 'Kylee Russell', 'Carla Jeffery', 'Chandler Kinney', 'Pearce Joza', 'Ariel Martin', 'Terry Hu', 'Matt Cornett']","$40,000,000 (estimated)",,,,"July 15, 2022",['United States'],"['Toronto, Ontario, Canada']","['Bloor Street Productions', 'Disney Channel', 'Resonate Entertainment']","Awards, 6 nominations total","['Feel-Good Romance', 'Pop Musical', 'Drama', 'Family', 'Horror', 'Musical', 'Romance']",['English']
598. Rescued by Ruby,2022,1h 30m,TV-G,7.2,12K,,"Chasing his dream to join an elite K-9 unit, a state trooper partners with a fellow underdog: clever but naughty shelter pup Ruby.",https://www.imdb.com/title/tt11278476/?ref_=sr_i_598,"['Squire D. Rushnell', 'Louise DuArt', 'Karen Janszen']",['Katt Shea'],"['Grant Gustin', 'Scott Wolf', 'Kaylah Zander', 'Camille Sullivan', 'Tom McBeath', 'Sharon Taylor', 'Eileen Pedde', 'Graem Beddoes', 'Jude Culham-Keays', 'Teodoro Tannahill']",,,,,"March 17, 2022",['United States'],"['Vancouver, British Columbia, Canada']",['Fezziwig Studios'],"Awards, 2 wins & 8 nominations total","['Animal Adventure', 'Docudrama', 'Biography', 'Drama', 'Family']","['English', 'German']"
599. Look Both Ways,2022,1h 50m,TV-14,6.3,25K,49.0,"On the eve of her college graduation, Natalie's life diverges into parallel realities: one in which she becomes pregnant and remains in her hometown to raise her child and another in which she moves to LA to pursue her dream career.",https://www.imdb.com/title/tt14298328/?ref_=sr_i_599,['April Prosser'],['Wanuri Kahiu'],"['Lili Reinhart', 'Danny Ramirez', 'Aisha Dee', 'Jaden Tolliver', 'Justin Donte', 'Amanda Grace Jenkins', 'Andrea Savage', 'Luke Wilson', 'Lauren Garrott', 'Solar']",,,,,"August 17, 2022",['United States'],"['Austin, Texas, USA (primary filming location)']","['Catchlight Studios', 'Screen Arcade', 'Small Victory Productions']","Awards, 1 nomination total","['Feel-Good Romance', 'Comedy', 'Drama', 'Fantasy', 'Romance']",['English']
600. American Dreamer,2022,1h 38m,R,6.0,2.3K,53.0,Phil's a dreamer. Most dreams don't come true. Phil hates that. But that's not going to stop Phil from dreaming.,https://www.imdb.com/title/tt13884444/?ref_=sr_i_600,"['Theodore Melfi', 'Christopher Wehner']",['Paul Dektor'],"['Peter Dinklage', 'Shirley MacLaine', 'Kimberly Quinn', 'Danny Pudi', 'Matt Dillon', 'Danny Glover', 'Michelle Mylett', 'Peter Kelamis', 'Rebecca Olson', 'Garry Chalk']",,,"$17,190",,"March 8, 2024","['United States', 'Canada']","['Victoria, British Columbia, Canada']","['Dektor Film', 'Estuary Films', 'Goldenlight Films']",,['Comedy'],['English']
1. Barbie,2023,1h 54m,PG-13,6.8,601K,80.0,"Barbie and Ken are having the time of their lives in the seemingly perfect world of Barbie Land. However, when they get a chance to go to the outside world, they soon discover the joys and perils of living among regular humans.",https://www.imdb.com/title/tt1517268/?ref_=sr_i_1,"['Greta Gerwig', 'Noah Baumbach']",['Greta Gerwig'],"['Margot Robbie', 'Ryan Gosling', 'Issa Rae', 'Kate McKinnon', 'Alexandra Shipp', 'Emma Mackey', 'Hari Nef', 'Sharon Rooney', 'Ana Cruz Kayne', 'Ritu Arya']","$100,000,000 (estimated)","$162,022,044","$1,447,038,421","$636,238,421","July 21, 2023","['United States', 'United Kingdom']","['Venice Beach, Venice, Los Angeles, California, USA']","['Warner Bros.', 'Heyday Films', 'LuckyChap']","Won 1 Oscar, 208 wins & 437 nominations total","['High-Concept Comedy', 'Quirky Comedy', 'Satire', 'Adventure', 'Comedy', 'Fantasy']","['English', 'Spanish']"
2. The Super Mario Bros. Movie,2023,1h 32m,PG,7.0,264K,46.0,"Brooklyn plumbers Mario and Luigi are warped to the magical Mushroom Kingdom, and Mario must team up with Princess Peach, Toad, and Donkey Kong to save Luigi from the evil Bowser.",https://www.imdb.com/title/tt6718170/?ref_=sr_i_2,['Matthew Fogel'],"['Aaron Horvath', 'Michael Jelenic', 'Pierre Leduc']","['Chris Pratt', 'Anya Taylor-Joy', 'Charlie Day', 'Jack Black', 'Kevin Michael Richardson', 'Khary Payton', 'Charles Martinet', 'Sebastian Maniscalco', 'Rino Romano', 'John DiMaggio']","$100,000,000 (estimated)","$146,361,865","$1,360,847,665","$574,934,330","April 5, 2023","['United States', 'Japan', 'France']","['Paris, France (Studio)']","['Universal Pictures', 'Nintendo', 'Illumination Entertainment']","Awards, 2 wins & 48 nominations total","['Action Epic', 'Adventure Epic', 'Computer Animation', 'Fantasy Epic', 'High-Concept Comedy', 'Quest', 'Slapstick', 'Adventure', 'Animation', 'Comedy']",['English']
3. Spider-Man: Across the Spider-Verse,2023,2h 20m,PG,8.5,444K,86.0,"Traveling across the multiverse, Miles Morales meets a new team of Spider-People, made up of heroes from different dimensions. But when the heroes clash over how to deal with a new threat, Miles finds himself at a crossroads.",https://www.imdb.com/title/tt9362722/?ref_=sr_i_3,"['Phil Lord', 'Christopher Miller', 'Dave Callaham']","['Joaquim Dos Santos', 'Kemp Powers', 'Justin K. Thompson']","['Shameik Moore', 'Hailee Steinfeld', 'Brian Tyree Henry', 'Luna Lauren Velez', 'Jake Johnson', 'Oscar Isaac', 'Jason Schwartzman', 'Issa Rae', 'Daniel Kaluuya', 'Karan Soni']","$150,000,000 (estimated)","$120,663,589","$690,824,738","$381,593,754","June 2, 2023",['United States'],,"['Columbia Pictures', 'Marvel Entertainment', 'Avi Arad Productions']","Nominated for 1 Oscar, 106 wins & 168 nominations total","['Computer Animation', 'Superhero', 'Supernatural Fantasy', 'Teen Adventure', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",['English']
4. Guardians of the Galaxy Vol. 3,2023,2h 30m,PG-13,7.9,422K,64.0,"Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.",https://www.imdb.com/title/tt6791350/?ref_=sr_i_4,"['James Gunn', 'Jim Starlin', 'Stan Lee']",['James Gunn'],"['Chris Pratt', 'Chukwudi Iwuji', 'Bradley Cooper', 'Pom Klementieff', 'Dave Bautista', 'Karen Gillan', 'Vin Diesel', 'Austin Freeman', 'Stephen Blackehart', 'Terence Rosemore']","$250,000,000 (estimated)","$118,414,021","$845,555,777","$358,995,815","May 5, 2023","['United States', 'New Zealand', 'France', 'Canada']","['Atlanta, Georgia, USA']","['Marvel Studios', 'Film New Zealand', 'Marvel Entertainment']","Nominated for 1 Oscar, 11 wins & 90 nominations total","['Space Sci-Fi', 'Superhero', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']","['English', 'Russian']"
5. Oppenheimer,2023,3h,R,8.3,869K,90.0,"A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",https://www.imdb.com/title/tt15398776/?ref_=sr_i_5,"['Christopher Nolan', 'Kai Bird', 'Martin Sherwin']",['Christopher Nolan'],"['Cillian Murphy', 'Emily Blunt', 'Matt Damon', 'Robert Downey Jr.', 'Alden Ehrenreich', 'Scott Grimes', 'Jason Clarke', 'Kurt Koehler', 'Tony Goldwyn', 'John Gowans']","$100,000,000 (estimated)","$82,455,420","$975,811,333","$330,078,895","July 21, 2023","['United States', 'United Kingdom']","[""Los Alamos, New Mexico, USA (only interiors, Los Alamos facilities interiors, including Oppenheimer's house, Fuller Lodge Interior and Exterior)""]","['Universal Pictures', 'Atlas Entertainment', 'Gadget Films']","Won 7 Oscars, 361 wins & 371 nominations total","['Docudrama', 'Epic', 'Historical Epic', 'Period Drama', 'Psychological Drama', 'Biography', 'Drama', 'History']","['English', 'German', 'Italian', 'Dutch']"
